,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,rotation_phone_x,rotation_phone_y,rotation_phone_z,rotation_phone_theta,rotation_phone_phi,labelstairsdown,labelstairsup,labelwalking,acc_phone_x_kalman,acc_phone_y_kalman,acc_phone_z_kalman,gyr_phone_x_kalman,gyr_phone_y_kalman,gyr_phone_z_kalman,rotation_phone_x_kalman,rotation_phone_y_kalman,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,acc_phone_x_temp_mean_ws_120,acc_phone_y_temp_mean_ws_120,acc_phone_z_temp_mean_ws_120,gyr_phone_x_temp_mean_ws_120,gyr_phone_y_temp_mean_ws_120,gyr_phone_z_temp_mean_ws_120,rotation_phone_x_temp_mean_ws_120,rotation_phone_y_temp_mean_ws_120,rotation_phone_z_temp_mean_ws_120,rotation_phone_theta_temp_mean_ws_120,rotation_phone_phi_temp_mean_ws_120,acc_phone_x_kalman_temp_mean_ws_120,acc_phone_y_kalman_temp_mean_ws_120,acc_phone_z_kalman_temp_mean_ws_120,gyr_phone_x_kalman_temp_mean_ws_120,gyr_phone_y_kalman_temp_mean_ws_120,gyr_phone_z_kalman_temp_mean_ws_120,rotation_phone_x_kalman_temp_mean_ws_120,rotation_phone_y_kalman_temp_mean_ws_120,pca_1_temp_mean_ws_120,pca_2_temp_mean_ws_120,pca_3_temp_mean_ws_120,pca_4_temp_mean_ws_120,pca_5_temp_mean_ws_120,pca_6_temp_mean_ws_120,acc_phone_x_temp_std_ws_120,acc_phone_y_temp_std_ws_120,acc_phone_z_temp_std_ws_120,gyr_phone_x_temp_std_ws_120,gyr_phone_y_temp_std_ws_120,gyr_phone_z_temp_std_ws_120,rotation_phone_x_temp_std_ws_120,rotation_phone_y_temp_std_ws_120,rotation_phone_z_temp_std_ws_120,rotation_phone_theta_temp_std_ws_120,rotation_phone_phi_temp_std_ws_120,acc_phone_x_kalman_temp_std_ws_120,acc_phone_y_kalman_temp_std_ws_120,acc_phone_z_kalman_temp_std_ws_120,gyr_phone_x_kalman_temp_std_ws_120,gyr_phone_y_kalman_temp_std_ws_120,gyr_phone_z_kalman_temp_std_ws_120,rotation_phone_x_kalman_temp_std_ws_120,rotation_phone_y_kalman_temp_std_ws_120,pca_1_temp_std_ws_120,pca_2_temp_std_ws_120,pca_3_temp_std_ws_120,pca_4_temp_std_ws_120,pca_5_temp_std_ws_120,pca_6_temp_std_ws_120
2017-06-25 00:23:33.041,1.0734667698,1.02298165261,9.61870713366,-0.0808647320367,-0.487556858231,0.130200583704,-0.028441626125,-0.111544296,-0.74099793825,0.66136743,2.0943952,1,0,0,2.74749729313,-0.486406970875,6.19686800605,0.346646210573,-0.551075673668,0.698893464728,-0.0741408714143,-0.168135064114,0.213013189118,0.723151477621,0.669525241718,0.700200018753,0.0153908779969,0.112032709159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:33.291,5.0611554736,-2.2869084399,8.7104469005,1.7397809786,,2.4730140814,-0.20802172392,-0.2714353958,-0.5907849726,0.7058973926,2.0943952,1,0,0,3.60559933487,-0.919126688228,7.10135411223,0.829243462596,-0.551075673668,1.49484421391,-0.160144252121,-0.235925621719,0.123759723922,0.742735677966,0.654064762126,0.81078574155,-0.0850253855182,0.0604045966345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:33.541,8.732073899,0.39548957384,-3.60306752505,0.822212134954,-1.88273087303,0.56690186483,-0.282119544,-0.6739988852,-0.1463367065,0.6628748296,2.0943952,1,0,0,6.01394890425,-0.471788054566,2.14382682286,0.826147122519,-1.41383262398,1.00099837368,-0.242298582783,-0.537920043818,-0.109816063333,0.79993506701,0.58825618823,0.61818458042,-0.291441239303,0.320644330324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:33.791,8.86273387919,-5.27961515037,0.0316674829293,-0.70165338682,1.30404251033,1.8243733243,-0.417628102,-0.6115204952,-0.09945133864,0.6546738438,2.0943952,1,0,0,7.42753051476,-2.3040035631,1.10604728031,0.110646494438,0.21242898862,1.45368242672,-0.360964874041,-0.58889077776,-0.136522044752,0.79042707684,0.461178455732,0.557737342848,-0.507841477961,0.268515047129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:34.041,5.5152032806,-5.4775775162,0.72073324777,0.0136048146566,-0.45515355099,1.99432560204,-0.568053993,-0.44560541,0.013449193474,0.6851212926,2.0943952,1,0,0,6.46596991038,-3.56180864763,0.913956348613,0.0644442159368,-0.181582460038,1.75283621606,-0.501197668968,-0.489618093114,-0.124803051515,0.835891576428,0.336960586173,0.514895714828,-0.444325419875,0.259641801748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:34.291,2.216231394,-11.7936515127,-0.89916220788,-0.27621080827,-0.54089064647,1.6350866203,-0.6323679072,-0.3247749272,0.2209236867,0.6613358454,2.0943952,1,0,0,4.32217839228,-6.86971311315,0.00679210875172,-0.0984693156634,-0.393154926169,1.6875989223,-0.590025790817,-0.375404835927,-0.116408481083,0.890419354547,0.175390844787,0.29707520272,-0.332853741633,0.183788380466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:34.541,-0.51557587028,-7.830372963,-0.8952583483,-1.38807055344,0.19775126452,-0.388422109318,-0.719896053,-0.3802789406,0.201599529,0.5416816536,2.0943952,1,0,0,1.87982561093,-7.25763312234,-0.444939752732,-0.715949637813,-0.0453472139524,0.537121149439,-0.67797407183,-0.378781924578,-0.0830845441275,0.908651028573,0.112143260646,0.0690870004678,-0.159943014361,0.174227010633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:34.791,1.9549108111,-5.876420143,-2.0624951009,1.03318726,-0.41047255324,-0.019537693067,-0.7227377556,-0.3814451308,0.1917498988,0.5417266154,2.0943952,1,0,0,1.91773990303,-6.69892841505,-1.25516573322,0.121838132288,-0.260245824933,0.22861954641,-0.708288080412,-0.380627167793,-0.0823288157855,0.915670073697,0.1060512826,0.107366630355,-0.213470363865,0.125981251368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:35.041,1.9813757745,-12.308245421,-1.2298904895,0.10619561233,0.102863027287,-0.059805568807,-0.6678551412,-0.3871586906,0.2401525494,0.5883488084,2.0943952,1,0,0,1.94987442629,-8.96929947979,-1.24250476254,0.114345134995,-0.0465364499175,0.0687720918869,-0.680906840122,-0.385152619405,-0.104234662406,0.929631943075,0.0375880572479,0.064287018239,-0.21314272304,0.0880480815706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 00:23:35.291,1.50412023298,-6.963375921,-2.2634372475,-0.633479077598,-0.030493707249,0.107473281096,-0.6794762072,-0.3898656408,0.2326466978,0.5758060966,2.0943952,1,0,0,1.72477722105,-8.15722641527,-1.75392075233,-0.243882353026,-0.03709443803,0.0902206378383,-0.679938009702,-0.388418094975,-0.0980986405296,0.929475212127,0.0433327990574,0.0355809215205,-0.194973185942,0.125401388831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
